,論文の発行年,論文が発行された媒体,媒体の巻号,論文タイトル,著者,媒体のページ数
9401,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,23333 Development of a Large-Span Precast Concrete Structural System With Ease of Construction Using Prestressed Connections : Part 27 Discussion on the performance of shear bracket and U-shaped steel box,DO Tien Thinh / MATSUURA Tsunehisa / KONDO Chikako / TAKAMORI Naoki / KUSUNOKI Koichi / TASAI Akira / OSAKO Kazunori,691-692
9402,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23334 合成極厚無筋壁工法で補強した低強度RCフレームの水平加力実験(骨組,設計・評価法(1),構造IV)",奥村 建成 / 山川 哲雄 / 中田 幸造 / 作山 寛子,693-694
9403,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23335 外柱・梁接合部のせん断変形及び接合部形状が建物の耐震性能に及ぼす影響(骨組,設計・評価法(1),構造IV)",佐川 隆之 / 趙 敏洙 / 迫田 丈志 / 前田 匡樹,695-696
9404,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23336 構造スリット付き壁を含む梁の曲げせん断剛性評価 その3(骨組,設計・評価法(1),構造IV)",太田 俊也 / 中川 崇,697-698
9405,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23337 薄肉壁床構造における袖壁剛性の効果に関する考察(骨組,設計・評価法(1),構造IV)",中島 崇裕 / 小田切 智明,699-700
9406,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23338 偏心を有するRC造建物における耐力低下と形状係数に関する研究(設計・評価法(2),構造IV)",村上 純一 / 菅野 秀人 / 西田 哲也 / 小林 淳,701-702
9407,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23339 全体崩壊形建物の残存耐震性能評価法に関する研究(設計・評価法(2),構造IV)",包 蘇栄 / 松川 和人 / 前田 匡樹,703-704
9408,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23340 鉄筋コンクリート造建築物の地震応答と等価線形化法に関する研究 : その4 応答の変動に関する検討(設計・評価法(2),構造IV)",北村 梢 / 稲井 栄一 / 丸橋 奈々子,705-706
9409,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23341 耐力低下型復元力特性を有するRC造建築物の地震応答の推定に関する基礎的研究(設計・評価法(2),構造IV)",小原 由佳 / 稲井 栄一 / 丸橋 奈々子,707-708
9410,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23342 RC造ピロティ架構に対する等価線形化手法の適用に関する考察(設計・評価法(2),構造IV)",榛葉 亮太 / 菅野 秀人 / 西田 哲也 / 小林 淳,709-710
9411,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23343 建物復元力モデルが鉄筋コンクリート造建物の必要水平耐力に与える影響の検討(設計・評価法(2),構造IV)",大塲 彬史 / 平石 久廣,711-712
9412,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23344 強風下における建築物の耐震性に関する研究 : -その1-解析方法及び解析結果(設計・評価法(3),構造IV)",吉益 幸寛 / 雨宮 政宏 / 平石 久廣 / 喜々津 仁密,713-714
9413,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23345 強風下における建築物の耐震性に関する研究 : -その2-免震建物の応答とその考察(設計・評価法(3),構造IV)",雨宮 政宏 / 吉益 幸寛 / 平石 久廣 / 喜々津 仁密,715-716
9414,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23346 超高層RC造住宅の内部粘性減衰と地震応答の評価 : その3 応答値の高さ方向分布(設計・評価法(3),構造IV)",栗本 耕太郎 / 五百井 壮 / 江田 拓也 / 秋田 知芳 / 和泉 信之,717-718
9415,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23347 既存超高層RC造建築物の構造特性に関する研究 : その1 構造計画と使用材料の推移(設計・評価法(3),構造IV)",江田 拓也 / 五百井 壮 / 栗本 耕太郎 / 秋田 知芳 / 和泉 信之,719-720
9416,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23348 既存超高層RC造建築物の構造特性に関する研究 : その2 耐震構造の設計値の推移(設計・評価法(3),構造IV)",五百井 壮 / 江田 拓也 / 栗本 耕太郎 / 秋田 知芳 / 和泉 信之,721-722
9417,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23349 超高層RC造住宅における層降伏耐力の変動による地震応答の変化 : その2 地震応答値の変化(設計・評価法(3),構造IV)",木谷 圭一 / 相羽 均修 / 秋田 知芳 / 和泉 信之,723-724
9418,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23350 長周期地震動を受けるRC造超高層建築物の構造性能 : その8 柱梁接合部実験結果の検討1(設計・評価法(4),構造IV)",濱田 真 / 斉藤 大樹 / 福山 洋 / 森田 高市 / 向井 智久 / 出水 俊彦 / 菊田 繁美 / 金川 基 / 薬研地 彰 / 佐々木 仁,725-726
9419,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23351 長周期地震動を受けるRC造超高層建築物の構造性能 : その9 柱梁接合部実験結果の検討2(設計・評価法(4),構造IV)",薬研地 彰 / 斉藤 大樹 / 福山 洋 / 森田 高市 / 向井 智久 / 出水 俊彦 / 菊田 繁美 / 金川 基 / 濱田 真 / 佐々木 仁,727-728
9420,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23352 長周期地震動を受けるRC造超高層建築物の構造性能 : その10 付着およびせん断余裕度の異なる柱梁部分架構の実験(設計・評価法(4),構造IV)",菊田 繁美 / 斉藤 大樹 / 福山 洋 / 森田 高市 / 向井 智久 / 濱田 真 / 出水 俊彦 / 金川 基 / 薬研地 彰 / 佐々木 仁,729-730
9421,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23353 長周期地震動を受けるRC造超高層建築物の構造性能 : その11 スラブ付き梁の端部補強実験および結果の概要(設計・評価法(4),構造IV)",平野 勝識 / 斉藤 大樹 / 福山 洋 / 森田 高市 / 向井 智久 / 出水 俊彦 / 濱田 真 / 菊田 繁美 / 金川 基 / 薬研地 彰,731-732
9422,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23354 長周期地震動を受けるRC造超高層建築物の構造性能 : その12 スラブ付き梁の端部補強実験の検討(設計・評価法(4),構造IV)",/ 斉藤 大樹 / 福山 洋 / 森田 高市 / 向井 智久 / 出水 俊彦 / 濱田 真 / 菊田 繁美 / 金川 基 / 薬研地 彰,733-734
9423,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23355 長周期地震動を受けるRC造超高層建築物の構造性能 : その13 耐力劣化とP-Δ効果を考慮した地震応答解析(設計・評価法(4),構造IV)",斉藤 大樹 / 福山 洋 / 森田 高市 / 向井 智久 / 濱田 真 / 出水 俊彦 / 菊田 繁美 / 金川 基 / 薬研地 彰 / 佐々木 仁,735-736
9424,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23356 扁平梁を用いた超高層RC造メガフレーム住宅の解析的研究 : (その1)耐震設計概要(設計・評価法(5),構造IV)",増子 寛 / 岩渕 一徳,737-738
9425,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23357 扁平梁を用いた超高層RC造メガフレーム住宅の解析的研究 : (その2)アンボンドブレースを組み込んだ場合の応答性状(設計・評価法(5),構造IV)",岩渕 一徳 / 増子 寛,739-740
9426,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23358 P-δ効果が高層RC造建物の部材応力に及ぼす影響 その1 静的解析結果(設計・評価法(5),構造IV)",若月 勇輔 / 本坊 哲也 / 出水 俊彦 / 北村 春幸,741-742
9427,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23359 P-δ効果が高層RC造建物の部材応力に及ぼす影響 その2 動的解析結果(設計・評価法(5),構造IV)",本坊 哲也 / 若月 勇輔 / 出水 俊彦 / 北村 春幸,743-744
9428,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23360 曲げとせん断を受けるコンクリート部材のひび割れ発生位置の解析的検討(その1)(設計・評価法(5),構造IV)",南口 真一 / 増田 有佑 / 岸本 一蔵,745-746
9429,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23361 曲げとせん断を受けるコンクリート部材のひび割れ発生位置の解析的検討(その2)(設計・評価法(5),構造IV)",増田 有佑 / 南口 真一 / 岸本 一蔵,747-748
9430,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23362 水平二方向地震力を受ける靭性型鉄筋コンクリート造骨組の応答(設計・評価法(6),解析法,構造IV)",松土 智史 / 久保 哲夫,749-750
9431,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23363 時刻歴応答解析による構造設計的考察 : その1:大規模プラント施設に関する事例(設計・評価法(6),解析法,構造IV)",中野 修太 / 高橋 治 / 近藤 吉治 / 石塚 広一,751-752
9432,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23364 RC建物の3次元動的非線形有限要素解析に基づく耐震補強法の性能評価(設計・評価法(6),解析法,構造IV)",梶原 真一 / 金子 佳生 / 佐藤 裕一,753-754
9433,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23365 せん断破壊する検証用RC柱を用いたFEM解析の段階的検討 : (その1)解析概要(設計・評価法(6),解析法,構造IV)",渋谷 恒太 / 河村 準 / 渡部 憲,755-756
9434,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23366 せん断破壊する検証用RC柱を用いたFEM解析の段階的検討 : (その2)解析結果および考察(設計・評価法(6),解析法,構造IV)",河村 準 / 渡部 憲 / 渋谷 恒太,757-758
9435,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23367 RC部材の1質点系振動実験によるひずみ速度効果による減衰の評価 : 試験装置の試作(設計・評価法(6),解析法,構造IV)",島崎 和司 / 五十嵐 泉,759-760
9436,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23368 杭頭ヒンジを有する鉄筋コンクリート造杭基礎建物の杭の応答に関する研究 : その1 解析方法(基礎・杭・杭頭接合部(1),構造IV)",雨宮 達也 / 平石 久廣 / 大場 航 / 平塚 高弘,761-762
9437,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23369 杭頭ヒンジを有する鉄筋コンクリート造杭基礎建物の杭の応答に関する研究 : その2 解析結果と考察(基礎・杭・杭頭接合部(1),構造IV)",大場 航 / 平石 久廣 / 雨宮 達也 / 平塚 高弘,763-764
9438,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23370 杭頭接合条件の異なる鉄筋コンクリート造杭基礎建物の地震応答に関する研究 : 第三種地盤上に建つ杭基礎建物の地震応答性状(基礎・杭・杭頭接合部(1),構造IV)",平塚 高弘 / 平石 久廣 / 大場 航 / 雨宮 達也,765-766
9439,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23371 場所打ちコンクリート杭の杭頭半剛接合に関する実験的研究 : その1 工法概要と構造実験計画(基礎・杭・杭頭接合部(1),構造IV)",西村 勝尚 / 米澤 健次 / 勝俣 英雄 / 杉本 訓祥 / 大住 和正,767-768
9440,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23372 場所打ちコンクリート杭の杭頭半剛接合に関する実験的研究 : その2 構造実験結果(基礎・杭・杭頭接合部(1),構造IV)",米澤 健次 / 西村 勝尚 / 勝俣 英雄 / 杉本 訓祥 / 福本 義之,769-770
9441,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23373 場所打ちコンクリート杭の杭頭半剛接合に関する実験的研究 : その3 曲げモーメント-回転角関係の評価法(基礎・杭・杭頭接合部(1),構造IV)",福本 義之 / 米澤 健次 / 田中 嘉一 / 杉本 訓祥 / 西村 勝尚,771-772
9442,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23374 降伏機構分離型鉄筋コンクリート造杭の開発(第3編) : その1 実験概要(基礎・杭・杭頭接合部(2),構造IV)",平岡 太一 / 平石 久廣 / 高木 仁之 / 澤井 布兆 / 都祭 弘幸 / 南谷 知輝 / 藤原 章弘 / 升谷 桂輔,773-774
9443,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23375 降伏機構分離型鉄筋コンクリート造杭の開発(第3編) : その2 実験結果:曲げモーメント部材角関係、歪状況及びスリップ変形量(基礎・杭・杭頭接合部(2),構造IV)",升谷 桂輔 / 平石 久廣 / 舟木 秀尊 / 杉本 訓祥 / 南谷 知輝 / 平岡 太一 / 藤原 章弘,775-776
9444,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23376 降伏機構分離型鉄筋コンクリート造杭の開発(第3編) : その3 実験結果:破壊性状及び曲げ終局強度(基礎・杭・杭頭接合部(2),構造IV)",藤原 章弘 / 平石 久廣 / 澤井 布兆 / 佐野 大作 / 平岡 太一 / 南谷 知輝 / 升谷 桂輔,777-778
9445,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23377 降伏機構分離型鉄筋コンクリート造杭の開発(第3編) : その4 ファイバーモデルによる解析(基礎・杭・杭頭接合部(2),構造IV)",都祭 弘幸 / 平石 久廣 / 井上 芳生 / 杉本 訓祥 / 舟木 秀尊 / 佐野 大作,779-780
9446,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23378 14階建てRC造集合住宅における降伏機構分離型鉄筋コンクリート造杭の適用検討事例(基礎・杭・杭頭接合部(2),構造IV)",齋藤 光広 / 井上 芳生 / 秋田 知芳 / 金子 治 / 梁川 幸盛,781-782
9447,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23379 LRBを用いた超高層免震建物における風応答解析 : その1 解析概要およびすべり支承の効果(免震・制震・制振ほか,構造IV)",竹内 章博 / 佐々木 亮治,783-784
9448,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23380 LRBを用いた超高層免震建物における風応答解析 : その2 免震建物と非免震建物の入力エネルギーの違い(免震・制震・制振ほか,構造IV)",佐々木 亮治 / 竹内 章博,785-786
9449,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23381 連結制振構造を適用した超高層RC造建物の応答性状 : その6 連結する二つの構造体の相対位置が応答に及ぼす影響(免震・制震・制振ほか,構造IV)",長屋 圭一 / 西村 勝尚 / 藤井 正則,787-788
9450,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23382 デボンド異形鉄筋を用いたブレース型制振部材に関する研究 : その4 フレーム実験による性能検証(免震・制震・制振ほか,構造IV)",五十嵐 泉 / 島崎 和司,789-790
9451,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23383 低降伏点鋼を用いたRC間柱型制振ダンパーの構造性能に関する実験(免震・制震・制振ほか,構造IV)",中澤 春生 / 島崎 和司 / 戸澤 正美 / 宮崎 裕一 / 淵本 正樹 / 大久保 香織,791-792
9452,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,23384 Response of Low-rise Story-drift-controlled R/C Buildings with Hysteretic Dampers under Earthquake Motions,OVIEDO A. Juan Andres / MIDORIKAWA Mitsumasa / ASARI Tetsuhiro,793-794
9453,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23385 構造設計における環境性能評価システムの構築(免震・制震・制振ほか,構造IV)",辰濃 達 / 服部 敦志 / 倉本 真介 / 大越 潤,795-796
9454,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23386 プレキャストプレストレスト鉄筋コンクリート合成梁の断面算定法の研究 : その12,コンクリート合成梁断面の最適設計化のための一考察(設計・解析,構造IV)",池田 永司 / 鈴木 計夫 / 竹田 清二,797-798
9455,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23387 コンクリートの乾燥収縮率がプレストレストコンクリート部材の構造設計に与える影響について(設計・解析,構造IV)",深井 悟,799-800
9456,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23388 PC鋼材の高温時クリープひずみによる梁たわみの算定(設計・解析,構造IV)",大田 周平 / 林 成俊 / 仲 輝 / 西山 峰広 / 原田 和典,801-802
9457,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23389 プレストレスコンクリート骨組の復元力特性モデル : その1骨組モデルの提案(骨組・損傷評価,構造IV)",内田 龍一郎 / 浜原 正行 / 福井 剛 / 小西 智貴,803-804
9458,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23390 プレストレスコンクリート骨組の復元力特性モデル : その2骨組モデルの検討(骨組・損傷評価,構造IV)",小西 智貴 / 浜原 正行 / 福井 剛 / 内田 龍一郎,805-806
9459,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23391 梁曲げ破壊するプレストレスト鉄筋コンクリート構造の十字形部分架構における梁部材の等価粘性減衰定数(骨組・損傷評価,構造IV)",田島 祐之 / 北山 和宏,807-808
9460,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23392 プレストレストコンクリート造建物の耐震修復費用評価 : (その1)PCおよびRC梁の損傷計測実験(骨組・損傷評価,構造IV)",新田 剛士 / 小嶋 慶大 / 佐島 悠太 / 真田 靖士,809-810
9461,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23393 プレストレストコンクリート造建物の耐震修復費用評価 : (その2)等価1自由度系を用いたPCおよびRC建物の修復費用評価(骨組・損傷評価,構造IV)",小嶋 慶大 / 真田 靖士,811-812
9462,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23394 PC造十字型部分架構の終局強度に関する研究 : その1.せん断伝達機構に対する検討(柱梁接合部と骨組,構造IV)",坂梨 嘉洋 / 福井 剛 / 原井 直人 / 浜原 正行,813-814
9463,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23395 PC造十字型部分架構の終局強度に関する研究 : その2.トラスモデルの提案(柱梁接合部と骨組,構造IV)",原井 直人 / 坂梨 嘉洋 / 福井 剛 / 浜原 正行,815-816
9464,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23396 PC造十字型部分架構の終局強度に関する研究 : その3.実験結果との比較およびパラメータ解析(柱梁接合部と骨組,構造IV)",福井 剛 / 坂梨 嘉洋 / 原井 直人 / 浜原 正行,817-818
9465,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23397 梁の曲げ性状が支配的なPC十字形部分架構の耐震性能に関する研究 : その1 実験概要(柱梁接合部と骨組,構造IV)",北山 和宏 / 矢島 龍人,819-820
9466,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23398 梁の曲げ性状が支配的なPC十字形部分架構の耐震性能に関する研究 : その2 実験結果(柱梁接合部と骨組,構造IV)",矢島 龍人 / 北山 和宏,821-822
9467,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23399 スリーブ継手で柱接合したPCaPC骨組の耐震性能に関する研究(柱梁接合部と骨組,構造IV)",島 宏之 / 北山 和宏 / 矢島 龍人 / 浜田 公也 / 見波 進 / 毛利 浩,823-824
9468,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23400 高強度せん断補強筋を有するPCaPC梁のせん断斜張力破壊耐力評価に関する研究 : その1 実験概要(柱・梁せん断,構造IV)",狩野 芳規 / 李 在満 / 坂下 雅信 / 谷 昌典 / 河野 進 / 西山 峰広,825-826
9469,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23401 高強度せん断補強筋を有するPCaPC 梁のせん断斜張力破壊耐力評価に関する研究 : その2 実験結果及び考察(柱・梁せん断,構造IV)",李 在満 / 狩野 芳規 / 坂下 雅信 / 谷 昌典 / 河野 進 / 西山 峰広,827-828
9470,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23402 多数大開口を有するI形断面PCaPC梁の構造性能 : その1 実験概要(柱・梁せん断,構造IV)",河本 慎一郎 / 小室 努 / 竹崎 真一 / 是永 健好 / 稲田 博文 / 甲斐 隆夫,829-830
9471,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23403 多数大開口を有するI形断面PCaPC梁の構造性能 : その2 実験結果(柱・梁せん断,構造IV)",竹崎 真一 / 小室 努 / 河本 慎一郎 / 是永 健好 / 稲田 博文 / 甲斐 隆夫,831-832
9472,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23404 高強度せん断補強筋を用いたPCaPC柱のせん断性状に関する研究 : その1 実験概要(柱・梁せん断,構造IV)",八田 有輝 / 内山 元希 / 長谷川 弘明 / 坂下 雅信 / 谷 昌典 / 河野 進 / 西山 峰広,833-834
9473,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23405 高強度せん断補強筋を用いたPCaPC柱のせん断性状に関する研究 : その2 実験考察(柱・梁せん断,構造IV)",内山 元希 / 八田 有輝 / 長谷川 弘明 / 坂下 雅信 / 谷 昌典 / 河野 進 / 西山 峰広,835-836
9474,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23406 正方形鋼管と緊張PC鋼棒で能動的に横補強した合成RC柱の水平加力実験(柱・梁せん断,構造IV)",並里 弥生 / 金田 一男 / 中田 幸造 / 山川 哲雄,837-838
9475,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23407 PC圧着接合部の一面せん断性能に関する研究 : その1 せん断応力(τ)-すべり変形(δ_<sl>)関係(せん断・付着・支圧,構造IV)",森田 真由美 / 中塚 佶 / 松本 孝雄 / 坂田 博史,839-840
9476,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23408 PC圧着接合部の一面せん断性能に関する研究 : (その2)累加強度の検証と設計用摩擦係数の検討(せん断・付着・支圧,構造IV)",松本 孝雄 / 中塚 佶 / 森田 真由美 / 坂田 博史,841-842
9477,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23409 PC梁部材への取り付けを想定した摩擦ダンパーの開発 : その1 摩擦ダンパー及び補強PC梁の静的載荷実験(せん断・付着・支圧,構造IV)",杉浦 弘樹 / 佐島 悠太 / 真田 靖士 / 小嶋 慶大,843-844
9478,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23410 PC梁部材への取り付けを想定した摩擦ダンパーの開発 : その2 摩擦ダンパーの取り付け効果(せん断・付着・支圧,構造IV)",佐島 悠太 / 杉浦 弘樹 / 真田 靖士 / 小嶋 慶大,845-846
9479,2010,"学術講演梗概集. C-2, 構造IV, 鉄筋コンクリート構造, プレストレストコンクリート構造, 壁構造・組積構造",2010,"23411 SD685鉄筋のプレストレス導入時における付着性状(せん断・付着・支圧,構造IV)",是永 健好 / 小室 努 / 竹崎 真一 / 河本 慎一郎 / 甲斐 隆夫,847-848
